show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,description,user_rating_score,number_of_reviews
s10,movie,Bridgerton,Alfonso Cuarón,United Kingdom,,2015,TV-14, ,Action & Adventure,Description of show.,7.6,
s25,Documentary,The Irishman,Sofia Coppola,United States,,2006,TV-PG,100 min,Comedies,Description of show.,,
s36,Documentary,The Queen's Gambit,,United States,1-Aug-18,2006,TV-14,45 min,Action & Adventure,Description of show.,8.7,
s41,Stand-Up,Money Heist,David Fincher,Spain,,2010,pg13,1 Season,Documentaries,Description of show.,6.8,553
s21,Movie,Narcos,Martin Scorsese,Colombia,1-Aug-18,2000,PG-13, ,Children & Family Movies,Description of show.,6.6,
s5,Documentary,The Crown,,United Kingdom,1-Aug-18,2008,tv-ma,90 min,Action & Adventure,Description of show.,,80
s38,Movie,Mindhunter,Christopher Nolan,United States,1-Oct-17,2010,TV-14,90 min,Action & Adventure,Description of show.,,
s28,tv show,Marriage Story,Greta Gerwig,United States,,2002,tv-ma,,Documentaries,Description of show.,9,212
s11,Documentary,Mindhunter,,United States,1-Aug-18,2018,TV-14,1 Season,Comedies,Description of show.,8.7,702
s46,Movie,Roma,Ava DuVernay,Mexico,,2019,TV-14,90 min,Dramas,Description of show.,6.8,
s14,Movie,You,,United States,1-Oct-17,2022,TV-MA, ,Children & Family Movies,Description of show.,6.4,
s41,TV Show,Mindhunter,Christopher Nolan,United States,,2010,pg13,1 Season,Documentaries,Description of show.,6.8,553
s25,Movie,Mindhunter,Greta Gerwig,United States,,2006,TV-PG,100 min,Comedies,Description of show.,,
s41,Stand-Up,Money Heist,,Spain,,2010,pg13,1 Season,Documentaries,Description of show.,6.8,553
s11,Documentary,BoJack Horseman,Bong Joon-ho,United States,1-Aug-18,2018,TV-14,1 Season,Comedies,Description of show.,8.7,702
s4,Documentary,The Crown,,United Kingdom,,2002,TV-MA,100 min,Documentaries,Description of show.,8.6,
s5,Stand-Up,Dark,Noah Baumbach,,1-Aug-18,2008,tv-ma,90 min,Action & Adventure,Description of show.,,80
s7,Documentary,The Queen's Gambit,,United States,1-Oct-17,2002,PG-13,45 min,Comedies,Description of show.,5.2,606
s43,Stand-Up,Money Heist,Christopher Nolan,Spain,,2022,tv-ma,90 min,Comedies,Description of show.,8.6,
s48,Stand-Up,Roma,Sofia Coppola,Mexico,1-Oct-17,2002,PG-13,,Action & Adventure,Description of show.,,910
s31,TV Show,Narcos,Bong Joon-ho,Colombia,,2003,PG-13,1 Season,Children & Family Movies,Description of show.,,
s18,Stand-Up,You,Ava DuVernay,United States,15-Jul-20,2005,pg13,90 min,Dramas,Description of show.,,
s5,Movie,Bridgerton,Ava DuVernay,United Kingdom,1-Aug-18,2008,tv-ma,90 min,Action & Adventure,Description of show.,,80
s43,Movie,The Irishman,David Fincher,United States,,2022,tv-ma,90 min,Comedies,Description of show.,8.6,
s21,Stand-Up,Black Mirror,Martin Scorsese,United Kingdom,1-Aug-18,2000,PG-13, ,Children & Family Movies,Description of show.,6.6,
s13,TV Show,Money Heist,Christopher Nolan,Spain,9-Sep-19,2014,TV-14,1 Season,Documentaries,Description of show.,8.6,359
s47,TV Show,Dark,Alfonso Cuarón,Germany,15-Jul-20,2007,pg13, ,Dramas,Description of show.,8.3,
s34,TV Show,Narcos,Bong Joon-ho,Colombia,9-Sep-19,2015,TV-MA, ,Comedies,Description of show.,,
s49,Documentary,The Crown,Martin Scorsese,United Kingdom,,2017,pg13,100 min,Children & Family Movies,Description of show.,,547
s28,Movie,The Witcher,David Fincher,Poland,,2002,tv-ma,,Documentaries,Description of show.,9,212
s24,movie,House of Cards,,United States,15-Jul-20,2019,TV-MA,,Comedies,Description of show.,7.6,780
s7,TV Show,Bridgerton,Christopher Nolan,United Kingdom,1-Oct-17,2002,PG-13,45 min,Comedies,Description of show.,5.2,606
s3,Movie,The Queen's Gambit,Martin Scorsese,United States,15-Jul-20,2010,PG-13,,Children & Family Movies,Description of show.,,
s48,tv show,Roma,Bong Joon-ho,Mexico,1-Oct-17,2002,PG-13,,Action & Adventure,Description of show.,,910
s33,movie,Bridgerton,Alfonso Cuarón,United Kingdom,1-Oct-17,2001,tv-ma,45 min,Action & Adventure,Description of show.,6.8,741
s1,TV Show,The Irishman,,United States,9-Sep-19,2012,pg13,45 min,Action & Adventure,Description of show.,,856
s35,movie,The Umbrella Academy,Sofia Coppola,Canada,1-Aug-18,2014,PG-13,90 min,Action & Adventure,Description of show.,5.6,969
s28,Documentary,Bird Box,David Fincher,United Kingdom,,2002,tv-ma,,Documentaries,Description of show.,9,212
s7,Documentary,The Crown,Bong Joon-ho,United Kingdom,1-Oct-17,2002,PG-13,45 min,Comedies,Description of show.,5.2,606
s31,Stand-Up,Money Heist,Quentin Tarantino,Spain,,2003,PG-13,1 Season,Children & Family Movies,Description of show.,,
s40,tv show,Marriage Story,Greta Gerwig,United States,1-Oct-17,2021,TV-MA,90 min,Documentaries,Description of show.,8.3,67
s29,TV Show,Narcos,Christopher Nolan,Colombia,,2018,,,Dramas,Description of show.,9,820
s39,movie,Narcos,Christopher Nolan,Colombia,9-Sep-19,2017,TV-PG,,Children & Family Movies,Description of show.,8.6,573
s19,Movie,Dark,,Germany,15-Jul-20,2008,,90 min,Dramas,Description of show.,5.5,617
s25,Documentary,The Irishman,Sofia Coppola,,,2006,TV-PG,100 min,Comedies,Description of show.,,
s42,tv show,The Witcher,Christopher Nolan,Poland,15-Jul-20,2001,TV-PG,90 min,Action & Adventure,Description of show.,,545
s43,tv show,Bridgerton,Alfonso Cuarón,United Kingdom,,2022,tv-ma,90 min,Comedies,Description of show.,8.6,
s49,movie,Breaking Bad,Martin Scorsese,United States,,2017,pg13,100 min,Children & Family Movies,Description of show.,,547
s39,Stand-Up,Narcos,Noah Baumbach,,9-Sep-19,2017,TV-PG,,Children & Family Movies,Description of show.,8.6,573
s13,Stand-Up,Marriage Story,Martin Scorsese,United States,9-Sep-19,2014,TV-14,1 Season,Documentaries,Description of show.,8.6,359
s22,Stand-Up,Breaking Bad,Martin Scorsese,United States,9-Sep-19,2018,TV-PG,1 Season,Documentaries,Description of show.,,151
s48,tv show,Narcos,Bong Joon-ho,Colombia,1-Oct-17,2002,PG-13,,Action & Adventure,Description of show.,,910
s29,Stand-Up,Bird Box,,United Kingdom,,2018,,,Dramas,Description of show.,9,820
s39,Movie,Dark,Ava DuVernay,Germany,9-Sep-19,2017,TV-PG,,Children & Family Movies,Description of show.,8.6,573
s21,movie,Narcos,Greta Gerwig,Colombia,1-Aug-18,2000,PG-13, ,Children & Family Movies,Description of show.,6.6,
s15,movie,Roma,Ava DuVernay,Mexico,1-Oct-17,2006,TV-14,45 min,Documentaries,Description of show.,,859
s15,Documentary,Dark,Martin Scorsese,Germany,1-Oct-17,2006,TV-14,45 min,Documentaries,Description of show.,,859
s7,movie,Mindhunter,,United States,1-Oct-17,2002,PG-13,45 min,Comedies,Description of show.,5.2,606
s41,Stand-Up,Ozark,Martin Scorsese,United States,,2010,pg13,1 Season,Documentaries,Description of show.,6.8,553
s43,TV Show,The Queen's Gambit,Martin Scorsese,United States,,2022,tv-ma,90 min,Comedies,Description of show.,8.6,
s30,TV Show,Money Heist,Sofia Coppola,Spain,9-Sep-19,2004,PG-13,45 min,Comedies,Description of show.,,996
s38,TV Show,The Irishman,Noah Baumbach,United States,1-Oct-17,2010,TV-14,90 min,Action & Adventure,Description of show.,,
s17,Documentary,Bridgerton,Sofia Coppola,United Kingdom,,2018,TV-MA,100 min,Documentaries,Description of show.,,
s3,Documentary,Bird Box,Quentin Tarantino,United States,15-Jul-20,2010,PG-13,,Children & Family Movies,Description of show.,,
s38,Stand-Up,BoJack Horseman,Quentin Tarantino,United States,1-Oct-17,2010,TV-14,90 min,Action & Adventure,Description of show.,,
s49,movie,Ozark,Greta Gerwig,United States,,2017,pg13,100 min,Children & Family Movies,Description of show.,,547
s20,Documentary,The Umbrella Academy,Sofia Coppola,Canada,1-Aug-18,2010,TV-14,90 min,Comedies,Description of show.,,155
s25,movie,Dark,,Germany,,2006,TV-PG,100 min,Comedies,Description of show.,,
s46,Movie,Bridgerton,Alfonso Cuarón,United Kingdom,,2019,TV-14,90 min,Dramas,Description of show.,6.8,
s2,Documentary,Bridgerton,,United Kingdom,1-Oct-17,2000,pg13, ,Documentaries,Description of show.,,314
s2,movie,The Witcher,Quentin Tarantino,Poland,1-Oct-17,2000,pg13, ,Documentaries,Description of show.,,314
s27,Movie,The Irishman,Christopher Nolan,United States,15-Jul-20,2018,pg13,45 min,Children & Family Movies,Description of show.,8.1,
s12,Documentary,Black Mirror,Noah Baumbach,United Kingdom,1-Aug-18,2017,pg13,90 min,Comedies,Description of show.,6,192
s6,Documentary,Marriage Story,Greta Gerwig,United States,,2009,TV-14,,Documentaries,Description of show.,,317
s27,movie,Mindhunter,,United States,15-Jul-20,2018,pg13,45 min,Children & Family Movies,Description of show.,8.1,
s20,movie,The Irishman,Ava DuVernay,United States,1-Aug-18,2010,TV-14,90 min,Comedies,Description of show.,,155
s2,Movie,BoJack Horseman,Sofia Coppola,United States,1-Oct-17,2000,pg13, ,Documentaries,Description of show.,,314
s12,Stand-Up,The Crown,Bong Joon-ho,United Kingdom,1-Aug-18,2017,pg13,90 min,Comedies,Description of show.,6,192
s6,tv show,Breaking Bad,Alfonso Cuarón,United States,,2009,TV-14,,Documentaries,Description of show.,,317
s30,Movie,Marriage Story,Greta Gerwig,United States,9-Sep-19,2004,PG-13,45 min,Comedies,Description of show.,,996
s2,Documentary,House of Cards,Quentin Tarantino,United States,1-Oct-17,2000,pg13, ,Documentaries,Description of show.,,314
s3,movie,Roma,Sofia Coppola,Mexico,15-Jul-20,2010,PG-13,,Children & Family Movies,Description of show.,,
s27,Stand-Up,Stranger Things,Noah Baumbach,United States,15-Jul-20,2018,pg13,45 min,Children & Family Movies,Description of show.,8.1,
s22,TV Show,The Crown,Ava DuVernay,United Kingdom,9-Sep-19,2018,TV-PG,1 Season,Documentaries,Description of show.,,151
s6,Documentary,BoJack Horseman,Ava DuVernay,United States,,2009,TV-14,,Documentaries,Description of show.,,317
s16,Documentary,House of Cards,Quentin Tarantino,United States,15-Jul-20,2013,tv-ma,45 min,Dramas,Description of show.,5.5,
s40,movie,The Crown,Martin Scorsese,United Kingdom,1-Oct-17,2021,TV-MA,90 min,Documentaries,Description of show.,8.3,67
s2,Stand-Up,Breaking Bad,Quentin Tarantino,United States,1-Oct-17,2000,pg13, ,Documentaries,Description of show.,,314
s36,tv show,The Witcher,,Poland,1-Aug-18,2006,TV-14,45 min,Action & Adventure,Description of show.,8.7,
s12,TV Show,The Queen's Gambit,Bong Joon-ho,,1-Aug-18,2017,pg13,90 min,Comedies,Description of show.,6,192
s31,tv show,Mindhunter,Noah Baumbach,United States,,2003,PG-13,1 Season,Children & Family Movies,Description of show.,,
s6,movie,Ozark,,United States,,2009,TV-14,,Documentaries,Description of show.,,317
s35,TV Show,Ozark,Christopher Nolan,United States,1-Aug-18,2014,PG-13,90 min,Action & Adventure,Description of show.,5.6,969
s26,Movie,The Queen's Gambit,Quentin Tarantino,United States,,2002,,45 min,Comedies,Description of show.,6.6,227
s9,movie,Narcos,Greta Gerwig,Colombia,15-Jul-20,2010,pg13, ,Documentaries,Description of show.,6,456
s28,movie,Bridgerton,Christopher Nolan,United Kingdom,,2002,tv-ma,,Documentaries,Description of show.,9,212
s5,movie,BoJack Horseman,Quentin Tarantino,United States,1-Aug-18,2008,tv-ma,90 min,Action & Adventure,Description of show.,,80
s17,Movie,Bridgerton,Christopher Nolan,United Kingdom,,2018,TV-MA,100 min,Documentaries,Description of show.,,
s42,movie,The Irishman,Sofia Coppola,United States,15-Jul-20,2001,TV-PG,90 min,Action & Adventure,Description of show.,,545
s40,tv show,Money Heist,David Fincher,Spain,1-Oct-17,2021,TV-MA,90 min,Documentaries,Description of show.,8.3,67
s15,movie,Mindhunter,Sofia Coppola,United States,1-Oct-17,2006,TV-14,45 min,Documentaries,Description of show.,,859
s46,movie,The Umbrella Academy,Christopher Nolan,Canada,,2019,TV-14,90 min,Dramas,Description of show.,6.8,
s27,TV Show,The Irishman,Ava DuVernay,United States,15-Jul-20,2018,pg13,45 min,Children & Family Movies,Description of show.,8.1,
s42,Movie,Mindhunter,Noah Baumbach,United States,15-Jul-20,2001,TV-PG,90 min,Action & Adventure,Description of show.,,545
s14,Movie,Marriage Story,Noah Baumbach,United States,1-Oct-17,2022,TV-MA, ,Children & Family Movies,Description of show.,6.4,
s16,Movie,House of Cards,Alfonso Cuarón,United States,15-Jul-20,2013,tv-ma,45 min,Dramas,Description of show.,5.5,
s1,Movie,Marriage Story,Alfonso Cuarón,United States,9-Sep-19,2012,pg13,45 min,Action & Adventure,Description of show.,,856
s38,Documentary,Bird Box,Martin Scorsese,United Kingdom,1-Oct-17,2010,TV-14,90 min,Action & Adventure,Description of show.,,
s24,movie,Breaking Bad,Ava DuVernay,United States,15-Jul-20,2019,TV-MA,,Comedies,Description of show.,7.6,780
s17,Movie,Dark,Noah Baumbach,Germany,,2018,TV-MA,100 min,Documentaries,Description of show.,,
s7,Documentary,Mindhunter,Sofia Coppola,,1-Oct-17,2002,PG-13,45 min,Comedies,Description of show.,5.2,606
s47,TV Show,Mindhunter,Quentin Tarantino,United States,15-Jul-20,2007,pg13, ,Dramas,Description of show.,8.3,
s35,TV Show,Stranger Things,Martin Scorsese,United States,1-Aug-18,2014,PG-13,90 min,Action & Adventure,Description of show.,5.6,969
s43,Stand-Up,House of Cards,Greta Gerwig,United States,,2022,tv-ma,90 min,Comedies,Description of show.,8.6,
s5,movie,The Crown,Quentin Tarantino,United Kingdom,1-Aug-18,2008,tv-ma,90 min,Action & Adventure,Description of show.,,80
s44,tv show,You,David Fincher,United States,15-Jul-20,2019,PG-13,100 min,Dramas,Description of show.,7.8,
s17,Documentary,The Umbrella Academy,Alfonso Cuarón,Canada,,2018,TV-MA,100 min,Documentaries,Description of show.,,
s13,Movie,House of Cards,Noah Baumbach,,9-Sep-19,2014,TV-14,1 Season,Documentaries,Description of show.,8.6,359
s37,Movie,You,Alfonso Cuarón,United States,15-Jul-20,2011,tv-ma, ,Action & Adventure,Description of show.,,
s40,Movie,The Irishman,David Fincher,United States,1-Oct-17,2021,TV-MA,90 min,Documentaries,Description of show.,8.3,67
s33,TV Show,The Umbrella Academy,Ava DuVernay,Canada,1-Oct-17,2001,tv-ma,45 min,Action & Adventure,Description of show.,6.8,741
s50,movie,The Witcher,Quentin Tarantino,Poland,9-Sep-19,2003,,100 min,Documentaries,Description of show.,5.9,
s26,TV Show,House of Cards,Noah Baumbach,United States,,2002,,45 min,Comedies,Description of show.,6.6,227
s32,movie,The Queen's Gambit,Martin Scorsese,United States,9-Sep-19,2014,pg13,,Action & Adventure,Description of show.,5.7,
s11,movie,BoJack Horseman,Sofia Coppola,United States,1-Aug-18,2018,TV-14,1 Season,Comedies,Description of show.,8.7,702
s9,Documentary,Bridgerton,Bong Joon-ho,United Kingdom,15-Jul-20,2010,pg13, ,Documentaries,Description of show.,6,456
s25,TV Show,Mindhunter,,,,2006,TV-PG,100 min,Comedies,Description of show.,,
s11,TV Show,Marriage Story,Alfonso Cuarón,United States,1-Aug-18,2018,TV-14,1 Season,Comedies,Description of show.,8.7,702
s48,TV Show,Breaking Bad,Martin Scorsese,United States,1-Oct-17,2002,PG-13,,Action & Adventure,Description of show.,,910
s3,tv show,Bridgerton,Quentin Tarantino,United Kingdom,15-Jul-20,2010,PG-13,,Children & Family Movies,Description of show.,,
s22,Stand-Up,House of Cards,Noah Baumbach,United States,9-Sep-19,2018,TV-PG,1 Season,Documentaries,Description of show.,,151
s14,TV Show,Ozark,Greta Gerwig,United States,1-Oct-17,2022,TV-MA, ,Children & Family Movies,Description of show.,6.4,
s10,tv show,Bird Box,Alfonso Cuarón,,,2015,TV-14, ,Action & Adventure,Description of show.,7.6,
s11,movie,The Witcher,Noah Baumbach,Poland,1-Aug-18,2018,TV-14,1 Season,Comedies,Description of show.,8.7,702
s27,tv show,Mindhunter,Alfonso Cuarón,United States,15-Jul-20,2018,pg13,45 min,Children & Family Movies,Description of show.,8.1,
s42,Stand-Up,The Umbrella Academy,Greta Gerwig,Canada,15-Jul-20,2001,TV-PG,90 min,Action & Adventure,Description of show.,,545
s36,tv show,Bird Box,Quentin Tarantino,India,1-Aug-18,2006,TV-14,45 min,Action & Adventure,Description of show.,8.7,
s6,TV Show,Narcos,Quentin Tarantino,Colombia,,2009,TV-14,,Documentaries,Description of show.,,317
s14,tv show,Bridgerton,,,1-Oct-17,2022,TV-MA, ,Children & Family Movies,Description of show.,6.4,
s42,movie,Mindhunter,David Fincher,United States,15-Jul-20,2001,TV-PG,90 min,Action & Adventure,Description of show.,,545
s44,Stand-Up,Bridgerton,David Fincher,United Kingdom,15-Jul-20,2019,PG-13,100 min,Dramas,Description of show.,7.8,
s20,Stand-Up,Black Mirror,Christopher Nolan,United Kingdom,1-Aug-18,2010,TV-14,90 min,Comedies,Description of show.,,155
s9,TV Show,Black Mirror,Quentin Tarantino,United Kingdom,15-Jul-20,2010,pg13, ,Documentaries,Description of show.,6,456
s12,Movie,Mindhunter,Sofia Coppola,United States,1-Aug-18,2017,pg13,90 min,Comedies,Description of show.,6,192
s31,Movie,BoJack Horseman,,United States,,2003,PG-13,1 Season,Children & Family Movies,Description of show.,,
s14,Stand-Up,The Irishman,Quentin Tarantino,United States,1-Oct-17,2022,TV-MA, ,Children & Family Movies,Description of show.,6.4,
s50,Movie,The Witcher,Christopher Nolan,Poland,9-Sep-19,2003,,100 min,Documentaries,Description of show.,5.9,
s23,movie,Black Mirror,Martin Scorsese,United Kingdom,15-Jul-20,2021,,100 min,Children & Family Movies,Description of show.,7.7,
s38,tv show,Breaking Bad,,United States,1-Oct-17,2010,TV-14,90 min,Action & Adventure,Description of show.,,
s9,Documentary,The Queen's Gambit,,United States,15-Jul-20,2010,pg13, ,Documentaries,Description of show.,6,456
s31,Movie,Dark,Greta Gerwig,Germany,,2003,PG-13,1 Season,Children & Family Movies,Description of show.,,
s15,Movie,Mindhunter,Greta Gerwig,United States,1-Oct-17,2006,TV-14,45 min,Documentaries,Description of show.,,859
s17,tv show,The Umbrella Academy,Sofia Coppola,,,2018,TV-MA,100 min,Documentaries,Description of show.,,
s22,tv show,You,Greta Gerwig,United States,9-Sep-19,2018,TV-PG,1 Season,Documentaries,Description of show.,,151
s15,Stand-Up,Breaking Bad,Bong Joon-ho,United States,1-Oct-17,2006,TV-14,45 min,Documentaries,Description of show.,,859
s21,Stand-Up,The Irishman,Quentin Tarantino,United States,1-Aug-18,2000,PG-13, ,Children & Family Movies,Description of show.,6.6,
s1,Documentary,Marriage Story,Sofia Coppola,United States,9-Sep-19,2012,pg13,45 min,Action & Adventure,Description of show.,,856
s22,TV Show,The Queen's Gambit,,United States,9-Sep-19,2018,TV-PG,1 Season,Documentaries,Description of show.,,151
s7,TV Show,The Queen's Gambit,Quentin Tarantino,United States,1-Oct-17,2002,PG-13,45 min,Comedies,Description of show.,5.2,606
s21,tv show,You,,United States,1-Aug-18,2000,PG-13, ,Children & Family Movies,Description of show.,6.6,
s36,Stand-Up,BoJack Horseman,Bong Joon-ho,,1-Aug-18,2006,TV-14,45 min,Action & Adventure,Description of show.,8.7,
s3,tv show,House of Cards,Ava DuVernay,United States,15-Jul-20,2010,PG-13,,Children & Family Movies,Description of show.,,
